Academic_Score,Score_on_Plays_Made,Missed_Play_Score,Injury_Propensity,School_Type,School_Score,Overall_Score,Region,Scholarship
6.2,0.35,0.04,Low,C,0.54,9.2,Southern,Partial
6.7,0.22,0.37,Low,B,0.59,11.6,Western,Partial
6.1,0.38,0.2,Moderate,C,0.69,10.4,Eastern,Partial
6.6,0.52,0.44,High,D,0.54,9.3,Eastern,Partial
6.9,0.24,0.36,High,D,0.33,11,Eastern,Partial
5.8,0.28,0.27,Normal,B,0.42,12.4,Southern,Partial
6.5,0.41,0.24,High,D,0.53,9.8,Eastern,Partial
6.5,0.41,0.24,High,D,0.53,9.8,Eastern,Partial
6.4,0.28,0.29,Low,C,0.56,10.5,Western,Partial
7.2,0.6,0.2,Moderate,C,0.54,9.1,Southern,Partial
6.1,0.2,0.25,Low,B,0.44,10.1,Southern,Partial
5.9,0.46,0.14,Normal,C,0.51,10.6,Western,Partial
6,0.27,0.27,Low,B,0.51,10.5,Western,Partial
6.4,0.28,0.29,Low,C,0.56,10.5,Western,Partial
6.4,0.41,0.24,High,D,0.53,9.8,Eastern,Partial
6.3,0.23,0.31,Low,B,0.4,12.9,Western,Full
7.1,0.21,0.27,Moderate,C,0.52,9.5,Southern,Partial
6,0.37,0.32,Low,B,0.72,9.8,Eastern,Partial
6.1,0.43,0.35,Moderate,C,0.5,8.5,Southern,Partial
7.1,0.21,0.27,Moderate,C,0.52,9.5,Southern,Partial
7,0.25,0.29,High,D,0.45,9.3,Southern,Partial
5.9,0.25,0.19,High,C,0.38,9.5,Southern,Partial
6.8,0.32,0.21,Low,C,0.39,9.4,Eastern,Partial
7.2,0.39,0.62,High,D,0.5,8.7,Southern,Partial
6.3,0.21,0.58,High,C,0.46,8.9,Southern,Partial
7,0.14,0.32,Moderate,C,0.43,9.4,Eastern,Partial
6.8,0.32,0.21,Low,C,0.39,9.4,Eastern,Partial
7.2,0.39,0.62,High,D,0.5,8.7,Southern,Partial
7.2,0.29,0.53,High,D,0.52,9.6,Southern,Partial
8.6,0.37,0.7,High,D,0.73,9.3,Eastern,Partial
6.5,0.38,0.34,Normal,C,0.76,10,Southern,Partial
6.6,0.24,0.29,Low,B,0.45,12.5,Eastern,Partial
7,0.17,0.31,Normal,C,0.48,9.6,Western,Partial
5.5,0.16,0.22,Normal,C,0.36,9.4,Eastern,Partial
7,0.24,0.51,High,C,0.61,9.5,Southern,Partial
7.4,0.28,0.36,Low,B,0.39,12.4,Western,Partial
7,0.22,0.28,Low,C,0.55,10.5,Eastern,Partial
7.1,0.55,0.13,Low,C,0.58,9.2,Eastern,Partial
6.3,0.22,0.33,Low,C,0.56,10.4,Eastern,Partial
6.7,0.47,0.34,Moderate,C,0.6,9.2,Southern,Full
5.9,0.36,0.41,Low,B,0.51,10.6,Eastern,Partial
5.8,0.25,0.24,High,C,0.42,9.5,Southern,Partial
6.7,0.47,0.34,Moderate,C,0.6,9.2,Southern,Partial
6.2,0.37,0.3,Moderate,C,0.58,9.6,Southern,Partial
6.2,0.18,0.38,Low,C,0.54,9.7,Eastern,Partial
6,0.16,0.37,Low,C,0.51,9.7,Eastern,Partial
6.6,0.34,0.28,Low,B,0.42,10.7,Eastern,Partial
7.4,0.29,0.29,Low,C,0.68,10.5,Eastern,Partial
7.4,0.26,0.31,Moderate,C,0.45,8.9,Eastern,Full
7,0.28,0.36,Low,B,0.46,12.1,Eastern,Partial
7.1,0.23,0.39,Low,B,0.4,12.7,Western,Partial
7.8,0.19,0.26,Moderate,C,0.46,9.9,Eastern,Partial
6.3,0.19,0.28,Low,B,0.64,11.4,Eastern,Partial
6.8,0.2,0.38,Normal,C,0.58,10.7,Eastern,Partial
5.7,0.44,0.13,Moderate,B,0.48,12.5,Eastern,Partial
7.2,0.4,0.62,High,D,0.49,8.6,Western,Partial
6.8,0.23,0.32,Low,B,0.54,12.5,Eastern,Full
5.7,0.335,0.34,Low,B,0.66,10,Southern,Full
7.2,0.4,0.62,High,D,0.49,8.6,Western,Partial
7.2,0.28,0.54,High,D,0.49,9.5,Eastern,Partial
6.8,0.19,0.58,High,D,0.48,9.6,Eastern,Partial
6.4,0.3,0.3,Low,C,0.62,9.9,Eastern,Partial
6.5,0.3,0.29,Low,C,0.62,9.9,Southern,Partial
7.8,0.18,0.31,High,D,0.53,8.9,Eastern,Partial
7.8,0.18,0.31,High,D,0.53,8.9,Eastern,Partial
7.3,0.51,0.26,Normal,C,0.52,8.8,Southern,Partial
6,0.24,0.27,Low,C,0.54,10,Western,Partial
5.9,0.62,0.28,Normal,B,0.44,12,Eastern,Partial
6,0.24,0.27,Low,C,0.54,10,Western,Full
6.7,0.27,0.12,Low,B,0.42,10,Eastern,Partial
7.8,0.34,0.35,Low,B,0.41,12.1,Eastern,Full
7.3,0.26,0.36,Normal,C,0.59,11,Eastern,Partial
7.4,0.36,0.33,Low,B,0.33,11.2,Eastern,Partial
7.8,0.28,0.32,Moderate,C,0.39,10.3,Western,Partial
6.1,0.31,0.26,Low,C,0.47,10.4,Eastern,Partial
6.8,0.18,0.37,Low,C,0.45,9.1,Southern,Partial
7.4,0.15,0.42,Low,B,0.6,10.4,Eastern,Partial
5.9,0.13,0.28,Low,B,0.64,10.8,Eastern,Partial
7.2,0.34,0.34,High,C,0.4,11.7,Southern,Partial
7.9,0.19,0.26,Low,C,0.74,9.8,Southern,Partial
7.9,0.19,0.26,Low,C,0.74,9.8,Southern,Full
6.9,0.25,0.4,Low,B,0.39,11.4,Eastern,Partial
5.8,0.36,0.32,Low,B,0.38,11.2,Eastern,Partial
5.6,0.35,0.37,Low,B,0.34,11.4,Southern,Partial
5.9,0.32,0.39,Normal,C,0.45,9.2,Eastern,Partial
7.2,0.31,0.46,Normal,B,0.53,12.5,Western,Partial
6.1,0.28,0.22,Low,B,0.44,12.6,Eastern,Partial
5.2,0.36,0.02,Low,B,0.35,12.2,Eastern,Partial
5.6,0.19,0.47,Normal,B,0.45,11.2,Eastern,Full
6.4,0.1,0.35,Normal,C,0.79,9.7,Eastern,Partial
6.4,0.18,0.48,Normal,C,0.4,9.3,Southern,Partial
7.4,0.25,0.36,High,D,0.48,9,Eastern,Partial
7.4,0.25,0.36,High,D,0.48,9,Eastern,Partial
7.4,0.25,0.36,High,D,0.48,9,Eastern,Partial
7.9,0.345,0.51,High,D,0.51,9.1,Southern,Partial
7.9,0.345,0.51,High,D,0.51,9.1,Southern,Partial
7.4,0.25,0.36,High,D,0.48,9,Eastern,Partial
6.1,0.24,0.3,Low,B,0.54,10.4,Southern,Partial
6.8,0.25,0.24,Normal,C,0.67,9.5,Eastern,Partial
6.7,0.31,0.31,Moderate,C,0.55,11.4,Western,Partial
7.2,0.46,0.65,High,D,0.42,8.7,Southern,Full
5.5,0.35,0.35,Low,B,0.68,9.9,Eastern,Partial
6.7,0.24,0.41,Moderate,C,0.62,9.9,Eastern,Partial
6.8,0.28,0.17,High,D,0.51,9,Eastern,Partial
6.4,0.16,0.22,Low,C,0.58,10,Eastern,Partial
6.3,0.26,0.24,Moderate,C,0.64,9.7,Eastern,Partial
7.7,0.22,0.42,Low,B,0.49,11.8,Eastern,Partial
6.5,0.18,0.31,Low,C,0.5,10.2,Western,Partial
7.2,0.46,0.65,High,D,0.42,8.7,Southern,Full
7,0.3,0.51,High,D,0.52,9.6,Western,Partial
9.2,0.25,0.34,Low,B,0.37,11.3,Western,Partial
7.8,0.28,0.34,Low,B,0.38,12.1,Western,Partial
7,0.3,0.51,High,D,0.52,9.6,Western,Partial
7.8,0.28,0.34,Low,B,0.38,12.1,Western,Partial
9.2,0.25,0.34,Low,B,0.37,11.3,Western,Partial
8.4,0.35,0.71,High,D,0.65,9.4,Southern,Full
6.1,0.41,0.24,Low,C,0.5,10.4,Eastern,Partial
5.9,0.21,0.24,High,C,0.39,9.5,Southern,Partial
7.2,0.34,0.44,Normal,B,0.76,12.3,Eastern,Partial
6.7,0.21,0.42,Moderate,C,0.74,9.9,Western,Partial
5.9,0.37,0.1,Low,B,0.48,10.1,Southern,Partial
7.7,0.34,0.27,Moderate,C,0.63,9.2,Eastern,Partial
7.4,0.3,0.22,Low,C,0.77,10.4,Western,Partial
6.8,0.51,0.3,Normal,C,0.42,9.1,Southern,Partial
7.8,0.22,0.38,High,C,0.47,10,Eastern,Partial
7.2,0.35,0.34,High,C,0.39,11.5,Eastern,Full
6,0.26,0.5,Low,C,0.61,9.8,Southern,Partial
6.1,0.26,0.51,Low,C,0.6,9.8,Eastern,Partial
6.5,0.28,0.27,Normal,C,0.69,9.4,Eastern,Partial
7.4,0.41,0.66,High,D,0.46,8.7,Southern,Partial
6.5,0.28,0.29,Normal,B,0.41,11.6,Western,Partial
6.7,0.34,0.54,High,D,0.56,8.8,Southern,Partial
7.2,0.2,0.34,Normal,B,0.39,12.7,Western,Partial
7.4,0.2,0.33,Low,B,0.44,11.7,Western,Partial
8.2,0.22,0.3,Low,C,0.5,10.2,Eastern,Partial
8.2,0.23,0.29,Low,C,0.5,10.2,Eastern,Full
7.1,0.22,0.33,Normal,B,0.38,12.7,Western,Partial
6.5,0.28,0.29,Normal,B,0.41,11.6,Western,Partial
6,0.38,0.26,Moderate,B,0.38,12.3,Western,Partial
7.4,0.41,0.66,High,D,0.46,8.7,Southern,Partial
5.7,0.18,0.22,Normal,C,0.39,9.4,Southern,Partial
7.3,0.3,0.22,Moderate,C,0.35,10.1,Eastern,Full
7.4,0.24,0.22,High,C,0.36,9.7,Eastern,Partial
6.6,0.25,0.3,Low,C,0.51,10.1,Western,Partial
7.4,0.24,0.22,High,C,0.36,9.7,Eastern,Partial
7.4,0.26,0.3,Moderate,C,0.48,8.9,Eastern,Partial
6.1,0.32,0.25,Low,B,0.5,10.8,Western,Partial
6.9,0.28,0.27,Low,C,0.49,10.8,Western,Partial
7,0.23,0.33,Normal,C,0.58,9.5,Eastern,Full
7.1,0.31,0.5,High,D,0.44,9.1,Southern,Partial
7.3,0.2,0.37,Low,B,0.49,10.9,Eastern,Full
6.9,0.41,0.33,High,C,0.52,9.4,Southern,Partial
6.4,0.45,0.07,Low,B,0.28,10.8,Southern,Partial
6.4,0.475,0.06,Low,B,0.29,10.8,Southern,Partial
6.3,0.27,0.38,Low,C,0.5,10.5,Western,Partial
6.9,0.41,0.33,High,C,0.52,9.4,Southern,Partial
7,0.29,0.37,Normal,C,0.44,10.8,Eastern,Full
6.9,0.19,0.4,Low,B,0.68,11.5,Western,Partial
6.7,0.3,0.35,Low,C,0.54,9.4,Eastern,Full
7.2,0.24,0.4,Low,B,0.38,10.8,Eastern,Partial
6.4,0.45,0.07,Low,B,0.28,10.8,Southern,Partial
6.4,0.475,0.06,Low,B,0.29,10.8,Southern,Partial
6.3,0.26,0.49,Low,B,0.61,9.8,Eastern,Partial
6.3,0.26,0.49,Low,B,0.61,9.8,Eastern,Partial
7.3,0.25,0.29,Moderate,C,0.38,9.6,Southern,Partial
7.3,0.25,0.29,Moderate,C,0.38,9.6,Southern,Partial
6.1,0.28,0.25,High,D,0.48,9.5,Southern,Full
7.4,0.37,0.35,Normal,C,0.69,10.7,Eastern,Partial
7.4,0.24,0.4,Normal,B,0.39,11.1,Eastern,Partial
7.5,0.23,0.68,High,D,0.38,8.8,Southern,Partial
7.5,0.21,0.68,High,D,0.36,8.7,Southern,Partial
7.5,0.21,0.68,High,D,0.36,8.7,Southern,Full
7.5,0.23,0.68,High,D,0.38,8.8,Southern,Full
7.8,0.32,0.33,Low,B,0.65,11.7,Western,Partial
7.8,0.26,0.27,Low,C,0.5,10.9,Eastern,Partial
7.7,0.24,0.27,Low,C,0.5,10.8,Eastern,Full
7.4,0.19,0.3,Low,C,0.5,9.6,Eastern,Partial
6.5,0.46,0.41,High,D,0.58,9,Southern,Partial
6.5,0.26,0.43,Moderate,C,0.5,9,Southern,Partial
5.3,0.32,0.12,Moderate,C,0.6,10.4,Eastern,Partial
7.2,0.24,0.34,Low,B,0.51,11.4,Southern,Partial
6,0.36,0.06,Low,C,0.55,9.3,Southern,Partial
7.6,0.56,0.12,High,D,0.45,9.1,Western,Partial
7,0.32,0.24,Moderate,C,0.62,9.4,Eastern,Partial
7,0.32,0.24,Moderate,C,0.62,9.4,Eastern,Partial
5.8,0.31,0.33,Low,B,0.6,10.5,Eastern,Partial
7,0.23,0.42,High,D,0.42,8.8,Southern,Partial
7,0.23,0.42,High,D,0.42,8.8,Southern,Full
6.9,0.24,0.33,Normal,C,0.64,10.7,Eastern,Full
6,0.29,0.2,High,C,0.42,9.5,Southern,Partial
6.1,0.17,0.28,Normal,C,0.49,10.9,Eastern,Partial
5.9,0.14,0.25,Normal,C,0.51,10.8,Eastern,Partial
6.2,0.17,0.28,Normal,C,0.46,10.8,Western,Partial
7.4,0.28,0.25,High,D,0.62,9.2,Southern,Partial
5.6,0.35,0.14,Normal,C,0.71,10.3,Southern,Partial
5.8,0.335,0.14,Normal,C,0.71,10.3,Southern,Partial
5.6,0.235,0.29,Low,B,0.5,11,Western,Partial
6.1,0.28,0.25,High,D,0.43,9,Western,Partial
6.3,0.21,0.33,High,C,0.5,10.4,Eastern,Full
6.4,0.24,0.28,High,C,0.45,9.5,Southern,Partial
6.4,0.24,0.29,High,C,0.45,9.5,Southern,Partial
6.3,0.26,0.25,Moderate,C,0.41,9,Southern,Full
6.5,0.33,0.72,Low,C,0.57,9.5,Western,Partial
7.4,0.105,0.34,High,C,0.37,9,Eastern,Full
6,0.32,0.12,Normal,C,0.72,10,Southern,Partial
7.1,0.26,0.34,High,D,0.53,9.1,Western,Partial
7.1,0.26,0.34,High,D,0.53,9.1,Western,Partial
7.1,0.26,0.34,High,D,0.53,9.1,Western,Partial
7.1,0.26,0.34,High,D,0.53,9.1,Western,Partial
5.9,0.24,0.26,High,C,0.45,9.5,Eastern,Partial
6.5,0.21,0.37,Normal,B,0.75,11.4,Western,Partial
7.7,0.27,0.35,Normal,B,0.42,12.2,Eastern,Partial
9,0.27,0.35,Normal,C,0.4,11.3,Eastern,Partial
7.3,0.34,0.21,Normal,C,0.44,10.2,Southern,Partial
6.6,0.27,0.25,Normal,B,0.4,11.3,Southern,Partial
6.8,0.29,0.16,Low,B,0.47,10,Western,Partial
7.1,0.28,0.26,Low,C,0.38,9.4,Southern,Partial
6.8,0.25,0.34,High,C,0.5,12.2,Western,Partial
7,0.57,0.1,Moderate,C,0.47,9.2,Western,Partial
7.1,0.28,0.26,Low,C,0.38,9.4,Southern,Partial
7.1,0.17,0.38,Moderate,C,0.52,9.6,Eastern,Partial
7.8,0.28,0.22,Low,C,0.48,9.5,Southern,Full
6.8,0.22,0.37,Low,B,0.72,12.5,Eastern,Partial
7.1,0.17,0.38,Moderate,C,0.52,9.6,Eastern,Partial
6.1,0.14,0.25,Low,B,0.46,10,Eastern,Partial
6.4,0.24,0.5,High,C,0.57,9.3,Southern,Partial
7.8,0.42,0.26,Moderate,C,0.55,9.3,Eastern,Full
6.6,0.28,0.36,Low,B,0.57,11.6,Eastern,Partial
6.7,0.31,0.3,Low,C,0.63,10.6,Eastern,Full
6.4,0.32,0.5,High,C,0.6,9.4,Southern,Partial
6.1,0.28,0.25,Moderate,C,0.4,9.1,Eastern,Partial
5.9,0.29,0.25,High,D,0.41,9,Eastern,Partial
5.8,0.32,0.38,Normal,B,0.42,11.8,Western,Partial
5.8,0.32,0.38,Normal,B,0.42,11.8,Western,Partial
5.7,0.32,0.38,Normal,B,0.42,11.8,Western,Partial
6.7,0.28,0.14,Low,B,0.39,10,Southern,Partial
6.8,0.34,0.69,Low,C,0.47,9.7,Southern,Partial
5.9,0.25,0.25,High,C,0.44,9.5,Eastern,Full
6.4,0.27,0.32,Normal,C,0.48,9.4,Southern,Full
8.1,0.46,0.31,Low,B,0.42,11.2,Southern,Partial
6.2,0.36,0.26,High,D,0.46,9,Southern,Partial
6.8,0.22,0.35,Normal,C,0.53,10.7,Western,Partial
6.8,0.67,0.3,High,D,0.67,9,Western,Partial
7.2,0.28,0.3,High,C,0.5,9.1,Eastern,Partial
6.7,0.17,0.37,Low,B,0.6,10.8,Western,Partial
6.9,0.2,0.34,Low,C,0.6,10.1,Western,Partial
6.1,0.36,0.16,Moderate,C,0.62,9.9,Eastern,Partial
6,0.36,0.16,Moderate,C,0.62,9.8,Southern,Partial
5.9,0.37,0.14,Moderate,C,0.63,9.8,Southern,Partial
7.6,0.29,0.58,High,D,0.66,9.5,Eastern,Partial
6.3,0.34,0.28,High,D,0.46,9.5,Southern,Partial
6.7,0.19,0.34,Low,B,0.57,11.1,Eastern,Partial
7.5,0.31,0.51,High,D,0.6,9.5,Southern,Partial
7.5,0.31,0.51,High,D,0.6,9.5,Southern,Full
7.4,0.31,0.48,High,D,0.59,9.4,Southern,Partial
8.4,0.4,0.7,High,D,0.64,9.7,Southern,Partial
5.9,0.34,0.22,Low,B,0.78,13.9,Western,Partial
6.6,0.38,0.18,Low,C,0.45,10.1,Western,Partial
6.4,0.33,0.28,Low,B,0.42,10.5,Eastern,Partial
5.6,0.25,0.26,Normal,B,0.5,12.6,Eastern,Full
8.6,0.27,0.46,Moderate,C,0.34,10.9,Southern,Partial
6.2,0.31,0.21,Moderate,C,0.6,10,Southern,Partial
7.2,0.18,0.45,Normal,C,0.62,11.2,Eastern,Full
7.7,0.2,0.44,High,D,0.48,10,Eastern,Partial
6.2,0.47,0.21,Low,C,0.46,9.2,Southern,Partial
6.1,0.25,0.24,High,D,0.45,9.5,Southern,Partial
8.2,0.27,0.43,Low,B,0.5,12.3,Eastern,Partial
8.2,0.27,0.43,Low,B,0.5,12.3,Eastern,Full
6.4,0.31,0.39,Moderate,C,0.43,10,Southern,Full
6,0.39,0.26,Normal,C,0.5,10.8,Eastern,Partial
6.2,0.21,0.27,Low,C,0.71,10.5,Western,Partial
7.7,0.42,0.31,Moderate,C,0.61,9.2,Eastern,Partial
7,0.27,0.41,High,A,0.5,9.1,Southern,Partial
6.2,0.21,0.27,Low,C,0.71,10.5,Western,Partial
7.4,0.29,0.5,Low,C,0.5,10.2,Western,Partial
6.6,0.29,0.44,Moderate,C,0.45,8.9,Southern,Partial
6,0.3,0.44,Low,C,0.52,10.4,Southern,Full
6.9,0.31,0.34,Low,B,0.47,11.7,Eastern,Full
7.8,0.3,0.4,Low,B,0.39,10.9,Western,Partial
6.4,0.39,0.21,Low,B,0.46,10.2,Southern,Partial
6.4,0.24,0.31,Normal,B,0.66,11.7,Western,Partial
7,0.21,0.34,Moderate,C,0.59,9.4,Southern,Partial
6.4,0.16,0.31,Normal,C,0.47,10.5,Southern,Partial
6,0.33,0.27,Low,B,0.62,9.4,Southern,Partial
6.5,0.23,0.33,High,C,0.56,10.4,Eastern,Partial
6.2,0.25,0.48,High,C,0.47,9.5,Eastern,Full
8.8,0.28,0.45,Moderate,C,0.33,11.1,Western,Partial
6.6,0.25,0.3,High,D,0.5,9.1,Eastern,Partial
6.9,0.38,0.25,Moderate,C,0.61,9.2,Southern,Partial
6.4,0.25,0.3,Normal,C,0.49,9.6,Eastern,Full
6.6,0.25,0.3,High,D,0.5,9.1,Eastern,Full
6.9,0.38,0.25,Moderate,C,0.61,9.2,Southern,Partial
7.1,0.21,0.31,Normal,B,0.39,10.8,Western,Partial
6.4,0.25,0.3,Normal,C,0.49,9.6,Eastern,Full
5.8,0.2,0.3,Low,B,0.55,11,Eastern,Partial
7,0.2,0.37,Low,C,0.61,10.2,Eastern,Partial
5.9,0.26,0.25,High,D,0.43,9.4,Southern,Partial
7.4,0.38,0.27,Moderate,C,0.43,10,Southern,Partial
7.4,0.2,1.66,Low,B,0.55,12.2,Eastern,Partial
7,0.21,0.34,Moderate,C,0.56,10.5,Eastern,Partial
7.2,0.29,0.4,Moderate,C,0.32,11.5,Eastern,Partial
6.9,0.18,0.38,Moderate,C,0.54,9.8,Eastern,Partial
7.3,0.3,0.42,Moderate,C,0.32,11.4,Eastern,Partial
7.2,0.29,0.4,Moderate,C,0.32,11.5,Eastern,Partial
6.9,0.2,0.5,High,C,0.55,10.2,Eastern,Partial
6.7,0.2,0.42,High,D,0.5,9.4,Eastern,Full
7,0.21,0.34,Moderate,C,0.56,10.5,Eastern,Partial
5.9,0.35,0.47,Low,C,0.5,9.1,Southern,Partial
7.1,0.28,0.44,Low,B,0.48,12.2,Western,Partial
5.8,0.25,0.28,High,D,0.43,9.5,Southern,Partial
6.8,0.22,0.37,High,D,0.85,9.3,Eastern,Partial
7.1,0.14,0.4,Low,C,0.96,9.8,Western,Partial
7.1,0.13,0.4,Low,C,0.97,9.8,Western,Partial
6.9,0.18,0.38,Moderate,C,0.54,9.8,Eastern,Full
7,0.2,0.38,Moderate,C,0.54,9.8,Eastern,Partial
6.8,0.24,0.49,High,A,0.56,8.7,Southern,Partial
5,0.44,0.04,High,D,0.57,10.2,Eastern,Partial
6.3,0.3,0.28,Normal,C,0.69,9.5,Eastern,Partial
7.2,0.27,0.42,Low,B,0.46,11,Eastern,Full
6.7,0.5,0.63,High,D,0.44,9.2,Southern,Partial
6.8,0.2,0.36,Low,B,0.6,10.9,Eastern,Partial
6.7,0.11,0.34,Moderate,C,0.4,9.3,Western,Partial
6.7,0.11,0.34,Moderate,C,0.4,9.3,Western,Full
6.8,0.12,0.31,Normal,C,0.46,9.8,Western,Partial
6.6,0.16,0.57,Low,C,0.39,9.3,Western,Partial
6.6,0.21,0.6,Low,C,0.39,9.3,Western,Partial
6.1,0.27,0.3,High,D,0.45,9.4,Southern,Partial
6.4,0.225,0.48,Low,B,0.58,12.1,Eastern,Partial
8.3,0.14,0.45,Low,B,0.56,11,Eastern,Partial
7.2,0.23,0.19,High,D,0.53,9,Southern,Partial
6.9,0.22,0.37,High,D,0.82,9.5,Western,Partial
6,0.395,0,Low,B,0.38,11.2,Western,Partial
7.8,0.29,0.22,Moderate,C,0.61,9.3,Eastern,Partial
6.9,0.22,0.37,High,D,0.82,9.5,Western,Partial
7.2,0.23,0.19,High,D,0.53,9,Southern,Partial
7.6,0.3,0.27,High,D,0.3,9.3,Eastern,Partial
7.7,0.34,0.28,High,D,0.29,9.2,Eastern,Partial
7.7,0.34,0.28,High,D,0.29,9.2,Eastern,Partial
5.8,0.34,0.16,Moderate,C,0.45,10,Western,Partial
7.6,0.3,0.27,High,D,0.3,9.3,Eastern,Partial
7.7,0.34,0.28,High,D,0.29,9.2,Eastern,Partial
5.9,0.24,0.3,Low,B,0.69,10.9,Western,Partial
6.4,0.46,0.08,Normal,C,0.56,10,Southern,Partial
5.9,0.24,0.3,Low,B,0.69,10.9,Western,Partial
7.4,0.32,0.27,Low,C,0.52,9.3,Southern,Partial
7.2,0.31,0.26,Moderate,C,0.43,9,Southern,Partial
7.8,0.42,0.23,Moderate,C,0.58,9.2,Eastern,Partial
6.9,0.24,0.33,High,D,0.77,9.6,Eastern,Partial
5.4,0.18,0.24,Normal,C,0.4,9.4,Eastern,Partial
7.8,0.27,0.58,High,D,0.41,8.9,Eastern,Partial
6,0.28,0.49,Moderate,C,0.47,9.3,Southern,Partial
6.8,0.39,0.35,High,D,0.53,9.3,Southern,Partial
6.6,0.21,0.31,High,D,0.44,9.8,Western,Full
7.3,0.32,0.34,Moderate,C,0.46,9.8,Eastern,Partial
7.8,0.27,0.58,High,D,0.41,8.9,Eastern,Partial
6.4,0.31,0.26,High,D,0.41,9.6,Southern,Full
6.2,0.29,0.26,High,C,0.41,9.6,Eastern,Partial
6,0.39,0.17,High,D,0.38,9,Eastern,Partial
6.2,0.3,0.26,High,D,0.43,9.5,Eastern,Partial
6,0.28,0.49,Moderate,C,0.47,9.3,Southern,Partial
6,0.41,0.05,Low,C,0.56,9.2,Eastern,Full
6.4,0.35,0.28,Low,C,0.5,9.1,Western,Partial
6.5,0.26,0.32,High,A,0.46,9.5,Eastern,Partial
7.9,0.35,0.24,High,D,0.59,10.5,Eastern,Full
6.2,0.3,0.17,Normal,C,0.46,9,Southern,Partial
8.4,0.18,0.42,Normal,C,0.52,11.7,Southern,Partial
6.6,0.56,0.22,Moderate,C,0.51,9.1,Southern,Partial
6.2,0.3,0.17,Normal,C,0.46,9,Southern,Full
6.6,0.56,0.22,Moderate,C,0.51,9.1,Southern,Partial
7.3,0.655,0.2,High,C,0.58,9.2,Eastern,Partial
6.8,0.18,0.21,Normal,C,0.43,9.4,Southern,Partial
6.7,0.19,0.23,Moderate,C,0.43,9.6,Eastern,Partial
8.4,0.18,0.42,Normal,C,0.52,11.7,Southern,Partial
7,0.21,0.37,Moderate,C,0.56,9.8,Eastern,Partial
6.8,0.25,0.38,Moderate,C,0.59,10.2,Eastern,Partial
7.1,0.16,0.36,High,C,0.44,10.9,Western,Partial
7.1,0.16,0.36,Low,B,0.42,11,Western,Partial
7.3,0.205,0.31,Low,C,0.69,10.5,Eastern,Partial
7.4,0.17,0.4,Normal,C,0.62,11.5,Western,Partial
6.9,0.25,0.34,Low,B,0.44,12.2,Eastern,Partial
7.3,0.205,0.31,Low,C,0.69,10.5,Eastern,Partial
7.5,0.34,0.35,Moderate,B,0.39,12,Western,Partial
7.6,0.33,0.35,Moderate,B,0.39,12,Western,Partial
8.7,0.23,0.32,High,D,0.47,8.8,Western,Full
8.7,0.23,0.32,High,D,0.47,8.8,Western,Partial
6.9,0.19,0.35,Low,C,0.54,10.8,Western,Full
6.6,0.22,0.37,High,D,0.4,9.3,Southern,Partial
9.2,0.34,0.27,Low,B,0.39,10.8,Southern,Partial
8.7,0.23,0.32,High,D,0.47,8.8,Western,Partial
6,0.2,0.24,Low,B,0.47,11.5,Eastern,Partial
6.9,0.19,0.35,Low,C,0.54,10.8,Western,Partial
8.2,0.38,0.49,High,D,0.54,9.4,Southern,Partial
6.9,0.18,0.36,Low,C,0.95,9.5,Western,Partial
7.7,0.34,0.58,High,D,0.49,8.6,Southern,Partial
6.9,0.18,0.36,Low,C,0.95,9.5,Western,Full
7.4,0.2,0.35,Low,C,0.77,10.3,Western,Full
8.2,0.38,0.49,High,D,0.54,9.4,Southern,Full
8.2,0.4,0.48,High,D,0.52,9.4,Southern,Partial
6.7,0.22,0.39,High,C,0.54,10,Western,Partial
6.6,0.3,0.3,Normal,C,0.47,9.4,Southern,Partial
7.3,0.25,0.42,High,D,0.75,9.1,Western,Partial
4.8,0.34,0,Moderate,C,0.61,9.9,Eastern,Partial
6.2,0.28,0.33,Low,B,0.5,12.1,Eastern,Partial
4.8,0.33,0,Moderate,C,0.61,9.9,Southern,Partial
6.1,0.27,0.33,Low,B,0.3,12.5,Eastern,Full
6.9,0.18,0.36,Low,C,0.95,9.5,Western,Partial
7.3,0.28,0.42,High,D,0.82,9,Western,Partial
7.3,0.24,0.29,Low,C,0.7,10.1,Eastern,Partial
6,0.45,0.65,Moderate,C,0.48,9.4,Southern,Partial
7.7,0.34,0.58,High,D,0.49,8.6,Southern,Partial
6.3,0.26,0.21,Normal,B,0.34,10.7,Eastern,Partial
7.7,0.15,0.29,Low,C,0.39,10.1,Southern,Partial
7.1,0.21,0.32,Low,C,0.57,10,Western,Partial
6,0.28,0.34,Low,B,0.38,10.2,Eastern,Partial
6.2,0.16,0.54,Low,C,0.37,8.9,Eastern,Partial
7.1,0.21,0.32,Low,C,0.57,10,Western,Partial
8.8,0.36,0.44,Low,C,0.48,9.9,Eastern,Partial
7.4,0.26,0.43,Moderate,C,0.55,11.5,Eastern,Partial
7.4,0.26,0.43,Moderate,C,0.55,11.5,Eastern,Partial
6.8,0.23,0.29,High,D,0.52,9.8,Eastern,Full
6.1,0.34,0.27,Normal,B,0.67,12.2,Western,Partial
7.3,0.26,0.31,Low,B,0.51,11.4,Eastern,Full
6.5,0.3,0.32,Low,B,0.68,11,Western,Partial
7.3,0.26,0.31,Low,B,0.51,11.4,Eastern,Partial
6.5,0.3,0.32,Low,B,0.68,11,Western,Partial
